,index,#,Country,#.1,Artist,Song,Language,Pl.,Sc.,Eurovision_Number,Year,Host_Country,Host_City,Lyrics,Lyrics translation,Gender
741,1513,1514,Sweden,58,Benjamin Ingrosso,Dance You Off,English,7,274,63,2018,Portugal,Lisbon,"[Verse 1]
I see that look in your eyes
But I ain't feeling no pressure (Pressure)

[Pre-Chorus]
Feels like I'm stuck here in time
While I've been trying to forget ya (Forget ya)

[Chorus]
Just wanna da-da-dance you off
So don't you da-da-dare wait up
'Cause I just wanna feel the mood
Girl, with anyone but you
And I might now
Yeah, I might now
Just trying to have myself a time (Have myself a time)
So I just don't care if you mind (Don't care if you mind)
'Cause I just wanna feel the mood
Girl, with anyone but you
And I might now
Yeah, I might now

[Verse 2]
Treating you good, we were gold
I dug you like you were treasure (Treasure)
So don't act like I'm the cruel one
When I know you know better (And I know you know better)
And I (And I)
Oh, I used to think that you were worth the best in life
'Cause I loved it, I loved i-i-it

[Pre-Chorus]
Feels like I'm stuck here in time
While I've been trying to forget ya (Forget ya)

[Chorus]
Just wanna da-da-dance you off (Wanna dance you off)
So don't you da-da-dare wait up (Don't you dare wait up)
'Cause I just wanna feel the mood
Girl, with anyone but you
And I might now
Yeah, I might now
Just trying to have myself a time (Have myself a time)
So I just don't care if you mind (Don't care if you mind)
'Cause I just wanna feel the mood
Girl, with anyone but you
And I might now (I might now)
Yeah, I might now (I might)

[Bridge]
(I'm just gonna dance you off the floor)
I'm just gonna dance you off the floor
I used to think that you were worth my every night
I might

[Outro]
(Just wanna da-da-dance you off)
You
(So don't you da-da-dare wait up)
Don't you dare wait up for me now
('Cause I just wanna feel the mood)
Girl, with anyone but you
(And I might now)
I might, I might now
(Just trying to have myself a time)
I'm just gonna have myself a time
(So I just don't care if you mind)
Don't care if you mind
('Cause I just wanna feel the mood)
Girl, with anyone but you
And I might now (I might now)
I might now",English,male
742,1514,1515,Montenegro,10,Vanja Radovanović,Inje (Иње),Montenegrin,-,-,63,2018,Portugal,Lisbon,"Palo inje po nama
Ledi krv u žilama
A ti, srce, steglo baš
Te brzo zaboravljaš

Drhti ljubav kao prut
Usred ljeta zamrznut
Drhtim i ja, drhti vas
Otkada mi nema nas

Džaba jorgan tijelo grije
Promaja kroz dušu bije

Bogu dane otimam
Gubim i kad dobijam
Al’ kad niko ne vidi
Pustim srcu da mu svratiš ti

Živim tek po navici
Kao rob u samici
Al’ kad niko ne čuje
Pustim srce da se raduje

Ja i život, pas i mačka
Srce najskuplja mu igračka

Bogu dane otimam
Gubim i kad dobijam
Al’ kad niko ne vidi
Pustim srcu da mu svratiš ti

Živim tek po navici
Kao rob u samici
Al’ kad niko ne čuje
Pustim srce da se raduje

Palo inje","Hoarfrost fell on us
it's freezing the blood in my veins
and you, oh, heart, are shrinking
and forgetting fast Love is shaking like a leaf
in the middle of summer, I stand frozen
I'm shaking too, my voice is shaking
ever since I lost us The duvet is warming my body in vain
because the draught is flowing through my soul I'm living pointlessly
losing even when I'm winning
but when no one sees
I let you come visit my heart I'm living just to pass by
like a slave in a solitary confinement
but when no one hears
I let my heart rejoice Me and my life are like a dog and a cat
my heart is its most expensive toy I'm living pointlessly
losing even when I'm winning
but when no one sees
I let you come visit my heart I'm living just to pass by
like a slave in a solitary confinement
but when no one hears
I let my heart rejoice Hoarfrost fell",male
743,1515,1516,Slovenia,24,Lea Sirk,"Hvala, ne!",Slovene (Portuguese),22,64,63,2018,Portugal,Lisbon,"[Kitica 1]
Moje ime je Lea in za vas imam nov lik
Lik nasmeha in svobode kot najbolj virtualen trik
En korak do zmage
En korak do luči
Do popolnosti
Borim se z nasmehom do sonca, borim se za ljudi
Pot do resnice, me zaslepi
Ljubezen, tista prva, pride, da preslepi
Jaz pa si vzamem, kar telo osvobodi

[Pred-refren]
Ne verjemi v vse, kar ponujeno ti je
Misli na glas in upaj
Da skrivnost je v tem, ne prodajaj se vsem
To je najbolj passé

[Refren]
Hvala, ne, ne!
Hvala, ne
Hvala, ne, ne
Hvala, hvala, ne

[Kitica 2]
Milijon ljudi je že reklo, da nas preveč živi
Tistih, ki so nesrečni in brez luči
En nasmeh za srečo
En nasmeh za ljudi
Za tiste, polne skrbi
Svoje duše ne dam nikomur, držim jo za se
Prava umetnost, brez-brez cene
Vsak odgovor je v meni, najdem ga, kadar zaspim
Ko telo je sproščeno, predano za vse

[Pred-refren]
Ne verjemi v vse, kar ponujeno ti je
Misli na glas in upaj
Da skrivnost je v tem, ne prodajaj se vsem
To je najbolj passé

Ne verjemi v vse, kar ponujeno ti je
Misli na glas in upaj
Da skrivnost je v tem, ne prodajaj se vsem
To je najbolj passé

[Refren]
Hvala, ne, ne!
Hvala, ne
Hvala, ne, ne
Hvala, hvala, ne

[Most]
Kot lutka za ljudi
Ki se skrivajo za maskami
Enaki, popolni, a nezadovoljni
Hvala, ne, ne, ne!
Ne verjemi v vse, kar ponujeno ti je
Misli na glas in upaj
Da skrivnost je v tem, ne prodajaj se vsem
To je najbolj passé

[Refren]
Hvala, ne, ne!
Hvala, ne
Hvala, ne, ne
Hvala, hvala, ne

[Zaključek]
Ne, ne, ne, ne","My name is Lea and I got a new shape for you
Shape of smile and freedom like the most virtual trick.
It is a step to victory
it is a step to the lights
it is a step to perfection.
PERFECTION. I am fighting with a smile to the Sun I am fighting for the people
The way to the truth blinds me
The first love comes to make me blurred
I take what a body makes free. Don't believe in everything what is offered to you
think with loud voice and hope
That secret is not to sell yourself to everybody
it is the most out of fashion
Thanks, no, no! Thanks, no!
Thanks, no, no!
Thanks, thanks, no Million of people have already said we are to many who live
Those who are unhappy and with no light
It is a smile for happiness
it is a smile for people
for those full of worry. I give not my soul to nobody I keep it for myself
Real masterpiece, priceless
Each response is in me I find it when I fall asleep
When the body is relaxed ready for eveything Don't believe in everything What is offered to you
Think with a loud voice and hope
That the secret is in not to sell everybody
this is the most out of fashion.
Oh! Don't believe in everything what is offered to you
think with loud voice and hope
That secret is not to sell yourself to everybody
it is the most out of fashion
Thanks, no, no! No, thanks
No, thanks, no
Thanks, thanks, no Like a marionette for the people
hiding over masks
Equal, perfect, but not satisfied
Thanks, no, no, no -ooo Don't believe in everything what is offered to you
think with loud voice and hope
That secret is not to sell yourself to everybody
it is the most out of fashion
Thanks, no, no!
No, thanks
No, thanks, no
Thanks, thanks, no
no, no,no,no!",female
744,1516,1517,Ukraine,15,Mélovin,Under the Ladder,English,17,130,63,2018,Portugal,Lisbon,"[Verse 1]
Curtains down, I’m laughing at the trial
Help me to unravel
Tangle of my innocence inside
Faith’s bout to be severed

[Pre-Chorus 1]
Oh oh oh oh, won’t get any better
Oh oh oh oh, walk under the ladder
Shout out just one reason what’s this for

[Chorus]
You can see that whatever the weather
That the wind’s always there, always fair, oh oh oh
And it has always been now or never
The decision has got to be made, oh oh oh
(Oh oh oh, oh oh oh, oh, yeah)
(Oh oh oh, oh oh oh, oh, yeah)

[Verse 2]
Desperate thoughts, your hope calls you a liar
Fear begins to revel
Nothing but your will sets you on fire
Fire lasts forever

[Pre-Chorus 2]
Oh oh oh oh, can’t get any better
Oh oh oh oh, dance under the ladder
If you dare, so what you’re waiting for

[Chorus]
You can see that whatever the weather
That the wind’s always there, always fair, oh oh oh
And it has always been now or never
The decision has got to be made, oh oh oh
(Oh oh oh, oh oh oh, oh, yeah)
(Oh oh oh, oh oh oh, oh, yeah)

[Bridge]
You can see that whatever the weather
That the wind’s always there, always fair, oh oh oh
And it has always been now or never
The decision has got to be made

[Chorus]
You can see that whatever the weather
That the wind’s always there, always fair, oh oh oh
And it has always been now or never
The decision has got to be made

You can see that whatever the weather
That the wind’s always there, always fair, oh oh oh
And it has always been now or never
The decision has got to be made, oh oh oh
(Oh oh oh, oh oh oh, oh, yeah)
(Oh oh oh, oh oh oh, oh, yeah)",English,male
745,1517,1518,Spain,58,Amaia & Alfred,Tu canción,Spanish,23,61,63,2018,Portugal,Lisbon,"[Letra de ""Tu canción""]

[Estrofa 1]
Nunca llegué a imaginar
Que viajar a la luna sería real
Lo pones todo al revés
Cuando besas mi frente y descubro por qué

[Pre-estribillo]
Ya no puedo
Inventarlo

[Estribillo]
Siento que bailo por primera vez
Eres el arte que endulza la piel
De mi mente viajera que sigue a tus pies
Siento que bailo por primera vez junto a ti, oh

[Estrofa 2]
Sé que en ti puedo encontrar
Esa voz que me abriga si el tiempo va mal
Todo es perfecto si estás
A mi lado creando una nueva ciudad

[Estribillo]
Siento que bailo por primera vez
Eres el arte que endulza la piel
De mi mente viajera que sigue a tus pies
Siento que bailo por primera vez

[Puente]
Ya no puedo
Inventarlo
Solo quiero
Tu canción, oh, oh, oh
Oh, oh, oh, oh

[Estribillo]
Siento que bailo por primera vez
Eres el arte que endulza la piel
De mi mente viajera que sigue a tus pies
Siento que bailo por primera vez junto a ti, oh","What are you doing in your days
I look at you in the photos
But I don’t give it my heart I don’t want to talk to you
To not return to what was before
I don’t want to talk to you
But I am craving to see you I write your name on my hand
I write your name on my hand Walking into the woods
Full of ashes
I look at you in the eyes
But I don’t give it my heart I want to kiss you
But nothing shines
The storm is approaching
Don’t get scared, don’t get scared I write your name on my hand
I write your name on my hand
I write your name with fire
I write your name on my hand Under the flash
I’m going to tell you my secrets",group
746,1518,1519,Portugal,50,Isaura,O jardim,Portuguese,26,39,63,2018,Portugal,Lisbon,"[Letra de ""O Jardim""]

[Estrofe 1]
Eu nunca te quis
Menos do que tudo
Sempre, meu amor
Se no céu também és feliz
Leva-me, eu cuido
Sempre, ao teu redor

[Refrão]
São as flores o meu lugar
Agora que não estás
Rego eu o teu jardim
São as flores o meu lugar
Agora que não estás
Rego eu o teu jardim

[Estrofe 2]
Eu já prometi
Que um dia mudo
Ou tento, ser maior
Se do céu também és feliz
Leva-me, eu juro
Sempre, pelo teu valor

[Refrão]
São as flores o meu lugar
Agora que não estás
Rego eu o teu jardim
São as flores o meu lugar
Agora que não estás
Rego eu o teu jardim

[Outro]
Agora que não estás, rego eu o teu jardim
Agora que não estás, rego eu o teu jardim
Agora que não estás
Agora que não estás, rego eu o teu jardim","I never wanted you
Less than anything
Always, my love If you're also happy in the sky
Take me, I'll take care
Always, around me The flowers are my place
Now that you're not here
I water your garden The flowers are my place
Now that you're not here
I water your garden I already promissed
That someday I'll change
Or try to be bigger If you're also happy in the sky
Take me, I swear
Always, for your value The flowers are my place
Now that you're not here
I water your garden The flowers are my place
Now that you're not here
I water your garden Now that you're not here, I water your garden
Now that you're not here, I water your garden
Now that you're not here
Now that you're not here, I water your garden",female
747,1519,1520,United Kingdom,61,SuRie,Storm,English,24,48,63,2018,Portugal,Lisbon,"[Verse 1]
Hey, hey brother
Do you remember when we were kids with no fear?
Hey, hey sister
Do you believe in the things we dreamt we'd discover?

[Pre-Chorus]
I still have faith
I still believe in chasing rainbows

[Chorus]
Storms don't last forever, forever, remember
We can hold our hands together
Through this storm oh oh, through this storm, oh oh
Storms don't last forever, forever, remember
We can hold our hands together
Through this storm oh oh, through this storm, oh oh

[Verse 2]
Hey, hey mother
Am I making you proud or could I do better?
Hey, hey father
There's weight on my shoulders but it's not over

[Pre-Chorus]
I still have faith
I still believe in chasing rainbows

[Chorus]
Storms don't last forever, forever, remember
We can hold our hands together
Through this storm oh oh, through this storm, oh oh
Storms don't last forever, forever, remember
We can hold our hands together
Through this storm oh oh, through this storm, oh oh

[Bridge]
Spread your love, give all you got
Hold your head up, don't give up, no no
Hey, hey brother, don't give up, oh woah woah

[Chorus]
Storms don't last forever, forever, remember
We can hold our hands together
Through this storm oh oh, through this storm, oh oh

[Outro]
Spread your love, give all you got
Hold your head up, don't give up, no no
Spread your love, give all you got
Hold your head up, through this storm, oh oh",English,female
748,1520,1521,Germany,62,Michael Schulte,You Let Me Walk Alone,English,4,340,63,2018,Portugal,Lisbon,"[Verse 1]
I'm a dreamer, a make believer
I was told that you were too
I love the silence and the clear horizon
And I got that all from you

[Pre-Chorus]
Every now and then I'm drawn to places
Where I hear your voice or see your face, and
Every little thought will lead me right back to you

[Chorus]
I was born from one love of two hearts
We were three kids and a loving mum
You made this place a home
A shelter from the storm
You said I had one life and a true heart
I tried my best and I came so far
But you will never know
'Cause you let me walk this road alone

[Verse 2]
My childhood hero will always be you
And no one else comes close
I thought you'd lead me when life's misleading
That's when I miss you most

[Pre-Chorus]
Every now and then I'm drawn to places
Where I hear your voice or see your face, and
Every little thought will lead me right back to you

[Chorus]
I was born from one love of two hearts
We were three kids and a loving mum
You made this place a home
A shelter from the storm
You said I had one life and a true heart
I tried my best and I came so far
But you will never know
'Cause you let me walk this road alone

[Bridge]
Ohhhh, ohhhh, ohhhh

[Chorus]
I was born from one love of two hearts
We were three kids and a loving mum
You made this place a home
A shelter from the storm
You said I had one life and a true heart
I tried my best and I came so far
But you will never know
'Cause you let me walk this road alone",English,male
749,1521,1522,France,61,Madame Monsieur,Mercy,French,13,173,63,2018,Portugal,Lisbon,"[Couplet 1]
Je suis née ce matin, je m’appelle Mercy
Au milieu de la mer, entre deux pays, Mercy
C’était un long chemin et Maman l’a pris
Elle m’avait dans la peau, huit mois et demi
Oh oui, huit mois et demi
On a quitté la maison, c’était la guerre
Sûr qu’elle avait raison, y’avait rien à perdre
Oh non, excepté la vie

[Refrain]
Je suis née ce matin, je m’appelle Mercy
On m’a tendu la main et je suis en vie
Je suis tous ces enfants que la mer a pris
Je vivrai cent mille ans, je m’appelle Mercy

[Couplet 2]
S'il est urgent de naître, comprenez aussi (Mercy)
Qu'il est urgent de renaître, quand tout est détruit, Mercy
Et là devant nos yeux y’avait l’ennemie
Une immensité bleue peut-être infinie
Mais oui, on en connaissait le prix
Surgissant d’une vague, un navire ami
A redonné sa chance à notre survie
C’est là, que j’ai poussé mon premier cri

[Refrain]
Je suis née ce matin, je m’appelle Mercy
On m’a tendu la main et je suis en vie
Je suis tous ces enfants que la mer a pris
Je vivrai cent mille ans, je m’appelle Mercy

[Pont]
Derrière les sémaphores, serait-ce le bon port?
Que sera demain?
Face à face ou main dans la main
Que sera demain?
Je suis née ce matin, je m’appelle Mercy

[Outro]
Mercy, Mercy, Mercy, Mercy
Mercy, Mercy, je vais bien merci
Mercy, Mercy, Mercy, Mercy
Mercy, Mercy, je vais bien merci
Mercy, Mercy, Mercy, Mercy
Mercy, Mercy, je vais bien merci
Mercy, Mercy, Mercy, Mercy
Mercy, Mercy, je vais bien merci","I was born this morning
My name is Mercy
Far out at sea
Between two countries, Mercy It was a long path and Mum walked it
She had me in her skin, eight and a half months
Oh yes, eight and a half months We left home, it was at war
Sure she had it right, there was nothing to lose
Oh no, apart from life I was born this morning
My name is Mercy
They lent me a hand
And I am alive
I am all of those children
Whom the sea took away
I'll live one hundred thousand years
My name is Mercy And there, before our eyes, was the enemy
A blue immensity, perhaps infinite
But yes, we knew the price of it Arising from a wave, a friendly ship
Gave its chance back to our survival
And it's here that I let out my first cry I was born this morning
My name is Mercy
They lent me a hand
And I am alive
I am all of those children
Whom the sea took away
I'll live one hundred thousand years
My name is Mercy I was born this morning
My name is Mercy Thanks, thanks, I'm alright thanks
Thanks, thanks, I'm alright thanks
Thanks, thanks, I'm alright thanks
Thanks, thanks, I'm alright thanks",group
750,1522,1523,Italy,44,Ermal Meta & Fabrizio Moro,Non mi avete fatto niente,Italian,5,308,63,2018,Portugal,Lisbon,"[Strofa 1: Ermal Meta]
A Il Cairo non lo sanno che ore sono adesso
Il sole sulla Rambla oggi non è lo stesso
In Francia c'è un concerto, la gente si diverte
Qualcuno canta forte, qualcuno grida ""A morte""
A Londra piove sempre ma oggi non fa male
Il cielo non fa sconti neanche a un funerale
A Nizza il mare è rosso di fuochi e di vergogna
Di gente sull'asfalto e sangue nella fogna

[Strofa 2: Fabrizio Moro]
E questo corpo enorme che noi chiamiamo Terra
Ferito nei suoi organi dall'Asia all'Inghilterra
Galassie di persone disperse nello spazio
Ma quello più importante è lo spazio di un abbraccio
Di madri senza figli, di figli senza padri
Di volti illuminati come muri senza quadri
Minuti di silenzio spezzati da una voce
Non mi avete fatto niente

[Ritornello: Ermal Meta]
Non mi avete fatto niente
Non mi avete tolto niente
Questa è la mia vita che va avanti
Oltre tutto, oltre la gente
Non mi avete fatto niente
Non avete avuto niente
Perché tutto va oltre le vostre inutili guerre

[Strofa 3: Fabrizio Moro]
C'è chi si fa la croce, chi prega sui tappeti
Le chiese e le moschee, gli imam e tutti i preti
Ingressi separati della stessa casa
Miliardi di persone che sperano in qualcosa

[Strofa 4: Ermal Meta]
Braccia senza mani, facce senza nomi
Scambiamoci la pelle, in fondo siamo umani
Perché la nostra vita non è un punto di vista
E non esiste bomba pacifista

[Ritornello: Fabrizio Moro]
Non mi avete fatto niente
Non mi avete tolto niente
Questa è la mia vita che va avanti
Oltre tutto, oltre la gente
Non mi avete fatto niente
Non avete avuto niente
Perché tutto va oltre le vostre inutili guerre
Le vostre inutili guerre

[Strofa 5: Ermal Meta & Fabrizio Moro]
Cadranno i grattacieli, le metropolitane
I muri di contrasto alzati per il pane
Ma contro ogni terrore che ostacola il cammino
Il mondo si rialza col sorriso di un bambino
Col sorriso di un bambino
(Col sorriso di un bambino)

[Ritornello: Ermal Meta & Fabrizio Moro]
Non mi avete fatto niente
Non avete avuto niente
Perché tutto va oltre le vostre inutili guerre
Non mi avete fatto niente
Le vostre inutili guerre
Non mi avete tolto niente
Le vostre inutili guerre
Non mi avete fatto niente
Le vostre inutili guerre
Non avete avuto niente
Le vostre inutili guerre

[Outro: Fabrizio Moro & Ermal Meta]
Sono consapevole che tutto più non torna
La felicità volava
Come vola via una bolla","In Cairo people don't know what time is it now
Today the sun over the Rambla is not the same
There's a concert in France, people are having fun
Someone's singing loudly, someone's screaming ""to death"" It always rains in London, but today it's fine
The sky doesn't make concessions, not even at a funeral
In Nice the sea is red for fires and shame
With people on the concrete and blood in the sewer And this enormous body that we call earth
Wounded in its organs from Asia to England
A galaxy of people lost in space
But the most important one is the space for an hug From childless mothers, from children without a father
From faces enlightened like walls without paintings
Minutes full of silence, broken by a voice
""You did nothing to me"" You did nothing to me
You took nothing from me
This is my life that goes on
Beyond everything, beyond the people You did nothing to me
You gained nothing
Because everything goes beyond
Your useless wars There are people that cross themselves, people that pray on carpets
Churches and Mosques. Imams and all the priests
Separated entries in the same house
Billions of people that hope for something Handless arms, nameless faces
Let's change our skin we are humans deep down
'cause our lives are not a point of view
And it doesn't exist a pacifist bomb You did nothing to me
You took nothing from me
This is my life that goes on
Beyond everything, beyond the people You did nothing to me
You gained nothing
Because everything goes beyond
Your useless wars
Your useless wars Skyscrapers and subways will fall apart
Walls raised for money
But against all kind of terror that inder the path
The world gets up on his feet with a child smile
With a child smile You did nothing to me
You gained nothing
Because everything goes beyond
Your useless wars You did nothing to me
Your useless wars
You took nothing from me
Your useless wars
You did nothing to me
Your useless wars
You gained nothing
Your useless wars I am aware that nothing will come back
Happiness flew
As a bubble flies away",group
751,1523,1524,Cyprus,36,Tamta,Replay,English,13,109,64,2019,Israel,Tel Aviv,"[Verse 1]
You got a problem, 2AM I'm in your head
Let's just be honest tonight, yeah
Only I can solve it
You're twisting, turning in your bed
Them sheets need my body tonight

[Pre-Chorus]
That's when you call me, that's when you call me
Say you're feeling lonely
Early in the morning, early in the morning
Time is moving slowly
We keep it undercover
I know you miss the taste
Heart beats like an 808
You need my love on replay

[Chorus]
Replay, replay, replay, yeah
You need my love on replay
Replay, replay, replay, yeah

[Verse 2]
You stuck on me darlin'
Like a love song on repeat
Yeah, you've got a problem, alright, yeah yeah
And I know I'm the one to blame
Because I make you scream my name
And baby, I'm all in tonight, mmm

[Pre-Chorus]
That's when you call me, that's when you call me
Say you're feeling lonely
Early in the morning, early in the morning
Time is moving slowly
We keep it undercover
I know you miss the taste
Heart beats like an 808
You need my love on replay

[Chorus]
Replay, replay, replay, yeah
You need my love on replay
Replay, replay, replay, yeah

[Bridge]
And I know I'm the one to blame
'Cause I make you scream my name
Baby, I'm all in tonight, mmm yeah
That's when you call me, that's when you call me

[Pre-Chorus]
That's when you call me, that's when you call me
Say you're feeling lonely
Early in the morning, early in the morning
Time is moving slowly
We keep it undercover
I know you miss the taste
Heart beats like an 808

[Chorus]
You need my love on replay (You need my love)
Replay, replay, replay, yeah (Yeah, yeah)
You need my love on replay",English,female
752,1524,1525,Montenegro,11,D mol,Heaven,English,-,-,64,2019,Israel,Tel Aviv,"[Verse 1]
Life, life was once so lonely
Heartbreak was the only thing you left for me
My life, my life was so empty
And love was the furthest, furthest thing from me

[Chorus]
Falling, I'm in Heaven, falling
I'm in Heaven, falling, straight into your heart
Falling, I'll catch you while you're falling
I hear your heart calling into my arms
Falling, I'm in Heaven, falling
I'm in Heaven, falling, straight into your heart
Falling, I'll catch you while you're falling
I hear your heart calling into my arms
I'm in Heaven

[Verse 2]
There's no place I'd rather be
As the candle glow flees, but with you right here

[Pre-Chorus]
I got used to feeling naked
Walking blind with hanging heart (With hanging heart)
I was ready to give up
Now you came into my life

[Chorus]
Falling
Falling, I'm in Heaven, falling
I'm in Heaven, falling, straight into your heart
I'll catch you while you're falling
I'll catch you while you're falling
I hear your heart calling into my arms (Into my arms)
Falling, I'm in Heaven, falling (I'm in heaven)
I'm in Heaven, falling, straight into your heart (Straight into your heart)
Falling, I'll catch you while you're falling
I hear your heart calling into my arms
I'm in Heaven

[Outro]
I'm in Heaven
Falling",English,group
753,1525,1526,Finland,53,Sebastian Rejman,Look Away,English,-,-,64,2019,Israel,Tel Aviv,"[Verse 1]
There's something you should know
I can't sing a love song anymore
There's something going on
And I can't turn my back on it anymore

[Pre-Chorus]
How can we go to sleep at night
And lay there in our beds?
When we know what's going on
With the world today

[Chorus]
Is it in my head?
Am I the only one?
Is it in my head?
Where the war has just begun?

[Drop]
We look away, look away, look away, look away, hey
Look away, look away, look away, look away
Is it in my head?
Is it in my head?
Look away, look away, hey, no

[Verse 2]
There's something in the air at night
That feels so different
And I don't understand
I didn't see this one coming

[Pre-Chorus]
How can we go to sleep at night
And lay there in our beds?
When we know what's going on
With the world today

[Chorus]
Is it in my head?
Am I the only one?
Is it in my head?
Where the war has just begun?

[Drop]
We look away, look away, look away, look away, hey
Look away, look away, look away, look away
Is it in my head?
Am I the only the one?
Is it in my head?
Where the war has just begun?
We look away, look away, look away, look away, hey
Look away, look away, look away, look away, hey, no",English,male
754,1526,1527,Poland,22,Tulia,Fire of Love (Pali się),Polish/English,-,-,64,2019,Israel,Tel Aviv,"[Intro]
Fire, fire, fire of love

[Verse 1]
Sitting on an iceberg
Waiting for the sun
Hoping to be rescued
Cold and alone
Jedna mała iskra staje się płomieniem
Unoszonym wiatrem wiosennych pór

[Chorus]
Pali się, pali się, miłosny ogień
Płonie w nas, płonie w nas, jak suchy las
Kochaj mnie, kochaj mnie, mocniej i mocniej
Na nic tu, na nic tu, ogniowa straż

[Verse 2]
Samotnemu sercu, które tylko wątpi
Bo nieprzytulane zmarzło na lód
Promień obietnicy taki lód roztopi
Wyjdzie jak z niewoli kochania głod

[Chorus]
Pali się, pali się, miłosny ogień
Płonie w nas, płonie w nas, jak suchy las
Kochaj mnie, kochaj mnie, mocniej i mocniej
Na nic tu, na nic tu, ogniowa straż

[Verse 3]
Porzucone serce które nic nie czuje
Światu obojętne, twarde jak głaz
Ale gdy przyspieszy, samo się rozkuje
Doda oczom blasku, nadrobi czas

[Chorus]
Pali się, pali się, miłosny ogień
Płonie w nas, płonie w nas, jak suchy las
Kochaj mnie, kochaj mnie, mocniej i mocniej
Na nic tu, na nic tu, ogniowa straż

[Outro]
Fire, fire, fire of love
Burns in you, burns in me
Burns us alive
Love me now, love me now
Harder and harder
Take me there, be the air I need to survive","Fire! Fire! Fire of love! Sitting on an iceberg
Waiting for the sun
Hoping to be rescued
Cold and alone
One small spark becomes a flame
By the floating wind of the spring fields It is burning! It is burning
A fire of love
It is burning inside us! It is burning inside us
Like a dry forest
Love me! Love me!
More and more
It will not help! It will not help!
The fire brigade A lonely heart
That is only in doubt
As it has never been hugged
Is frozen in ice
A ray of promise
Can melt this ice
It will be set free
By the voice of love It is burning! It is burning
A fire of love
It is burning inside us! It is burning inside us
Like a dry forest
Love me! Love me!
More and more
It will not help! It will not help!
The fire brigade An excited heart
That does not feel anything
Is indifferent to the world
Hard as a stone
But when it is in a hurry
It will unchain itself
It will make the eyes sprakle
During the time on the road It is burning! It is burning
A fire of love
It is burning inside us! It is burning inside us
Like a dry forest
Love me! Love me!
More and more
It will not help! It will not help!
The fire brigade Fire! Fire! Fire of love!
Burns in you, burns in me
Burns us alive
Love me now! Love me now!
Harder and harder
Take me there, be the air I need to survive",female
755,1527,1528,Slovenia,25,Zala Kralj & Gašper Šantl,Sebi,Slovene,15,105,64,2019,Israel,Tel Aviv,"[Kitica 1]
Ko so tvoje misli polne
Lahko poslušaš, kako mi bije srce
Ko težko je tvoje breme
K meni se lahko zatečeš

[Pred-refren]
Vprašaj, kaj me vodi dalje
So dosežki in razdalje
Kot list gre z vetrom in se mu upira
Jaz grem s tokom in se mu upiram

[Refren]
Vedno se ne vidi zvezd
Sam ostani sebi zvest
Ne govori mi oprosti
Vedno se ne vidi zvezd
Sam ostani sebi zvest
Ne govori mi oprosti

[Kitica 2]
Ko solze v tvojih so očeh
Pusti jih, da tečejo
Ko najine želje so različne
Sprejmeš me in sprejmem te

[Pred-refren]
Poglej me, je nujno, da ima vse pomen
Večnost in ta planet nista prijatelja
In jaz sem kot snežinka, ki čaka na pomlad

[Refren]
Vedno se ne vidi zvezd
Sam ostani sebi zvest
Ne govori mi oprosti
Vedno se ne vidi zvezd
Sam ostani sebi zvest
Ne govori mi oprosti

[Most]
Ni ti treba se dokazovat
Vežejo nas iste solze, isti strah

[Refren]
Vedno se ne vidi zvezd
Sam ostani sebi zvest
Ne govori mi oprosti
Vedno se ne vidi zvezd
Sam ostani sebi zvest
Ne govori mi oprosti
Vedno se ne vidi zvezd
Sam ostani sebi zvest
Ne govori mi oprosti
Vedno se ne vidi zvezd
Sam ostani sebi zvest
Ne govori mi oprosti","When your mind is full
You can listen to my heart beating
When your burden is heavy
You can take refuge in me Ask me what keeps me going
It's achievements and distances
When a leaf goes with the wind and resists it
I go with the flow and resist it The stars are not always visible
Stay true to yourself
Don't tell me to forgive you 1 There are tears in your eyes
Let them keep falling
When our wishes differ
You accept me and I accept you Look at me...
... that everything has a meaning 2 Eternity and this planet are not friends
I, as well, am but a snowflake that's waiting for spring to come The stars are not always visible
Stay true to yourself
Don't tell me to forgive you You needn't prove yourself
The same tears and the same fear bind us The stars are not always visible
Stay true to yourself
Don't tell me to forgive you",group
